customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,online_order,list_price,order_status_Approved,order_status_Cancelled,brand_Giant Bicycles,brand_Norco Bicycles,brand_OHM Cycles,brand_Solex,brand_Trek Bicycles,brand_WeareA2B,product_line_Mountain,product_line_Road,product_line_Standard,product_line_Touring,offline_order,recency,top_customer,age
697,Male,25.0,Environmental Specialist,Entertainment,Mass Customer,N,No,10.0,16420 Veith Crossing,4214.0,QLD,Australia,7.0,4.0,5888.76,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,853.5823481728935,0.0,33.0
698,Female,90.0,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1.0,81310 Charing Cross Plaza,3805.0,Victoria,Australia,7.0,2.0,3362.66,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,918.5823481728937,0.0,23.0
699,Female,16.0,Account Representative IV,IT,Affluent Customer,N,Yes,16.0,37430 Merrick Center,2770.0,NSW,Australia,6.0,1.0,2655.81,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,897.5823481728935,0.0,47.0
700,Male,67.0,,Financial Services,Mass Customer,N,No,4.0,6046 Sheridan Way,2322.0,NSW,Australia,3.0,3.0,7960.030000000002,8.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,5.0,948.5823481728937,0.0,30.0
701,Male,18.0,Food Chemist,Health,Mass Customer,N,Yes,8.0,537 Packers Street,4562.0,QLD,Australia,5.0,2.0,6285.290000000001,6.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,4.0,874.5823481728935,0.0,63.0
702,Female,72.0,Help Desk Technician,,Mass Customer,N,No,8.0,6 Briar Crest Court,2117.0,NSW,Australia,12.0,2.0,3825.66,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,904.5823481728937,0.0,60.0
703,Female,66.0,,Property,Mass Customer,N,No,15.0,4 Lillian Plaza,2283.0,NSW,Australia,6.0,3.0,7301.15,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,843.5823481728935,0.0,53.0
704,Female,49.0,Research Nurse,Health,Mass Customer,N,No,4.0,70836 Colorado Plaza,2571.0,NSW,Australia,11.0,6.0,10881.81,10.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,8.0,0.0,4.0,852.5823481728935,1.0,21.0
705,Male,48.0,Quality Engineer,Retail,High Net Worth,N,No,14.0,15 Emmet Street,2233.0,NSW,Australia,10.0,2.0,3745.18,5.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,853.5823481728935,0.0,56.0
706,Male,44.0,Media Manager IV,Financial Services,High Net Worth,N,Yes,5.0,8 Dottie Court,3480.0,Victoria,Australia,1.0,4.0,10040.499999999998,6.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,1.0,2.0,872.5823481728935,0.0,30.0
707,Male,97.0,Executive Secretary,,Mass Customer,N,Yes,7.0,520 Stephen Pass,3011.0,Victoria,Australia,9.0,3.0,7563.61,6.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,5.0,0.0,3.0,886.5823481728935,0.0,46.0
708,Female,31.0,Safety Technician II,IT,Mass Customer,N,Yes,10.0,18939 Upham Hill,3551.0,Victoria,Australia,3.0,0.0,3149.03,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1017.5823481728937,0.0,33.0
709,Female,83.0,Accountant III,Financial Services,Mass Customer,N,Yes,5.0,4222 Porter Lane,3136.0,Victoria,Australia,9.0,1.0,5948.81,5.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,988.5823481728937,0.0,40.0
710,Male,76.0,Sales Representative,Retail,High Net Worth,N,Yes,13.0,1721 Nobel Junction,2753.0,NSW,Australia,8.0,3.0,9823.81,7.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,4.0,2.0,4.0,881.5823481728935,0.0,50.0
711,Female,60.0,,,Affluent Customer,N,No,7.0,30550 Pierstorff Lane,3093.0,Victoria,Australia,7.0,3.0,3784.83,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,925.5823481728937,0.0,48.0
712,Female,22.0,,IT,Mass Customer,N,No,14.0,6 Morning Drive,2232.0,NSW,Australia,9.0,4.0,9223.66,8.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,2.0,4.0,903.5823481728937,0.0,58.0
713,Female,34.0,Help Desk Technician,,Mass Customer,N,Yes,4.0,646 Mariners Cove Place,3023.0,Victoria,Australia,6.0,1.0,4564.42,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1097.5823481728937,0.0,25.0
714,Male,12.0,,Manufacturing,High Net Worth,N,Yes,15.0,51 Londonderry Trail,2153.0,NSW,Australia,10.0,8.0,10441.089999999998,10.0,1.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,901.5823481728937,0.0,55.0
715,Male,50.0,Junior Executive,,Mass Customer,N,No,6.0,4086 Darwin Terrace,2176.0,NSW,Australia,9.0,3.0,4278.66,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1000.5823481728937,0.0,51.0
716,Female,31.0,Social Worker,Health,Mass Customer,N,No,11.0,4033 Hermina Road,2304.0,NSW,Australia,7.0,4.0,6680.780000000002,6.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,2.0,854.5823481728935,0.0,40.0
717,Male,65.0,VP Product Management,Manufacturing,Mass Customer,N,Yes,11.0,37 Banding Avenue,2567.0,NSW,Australia,9.0,2.0,4696.910000000002,6.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,4.0,856.5823481728935,0.0,43.0
718,Female,38.0,Engineer I,Manufacturing,Mass Customer,N,Yes,7.0,8080 Victoria Plaza,4217.0,QLD,Australia,11.0,4.0,6777.4299999999985,8.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,6.0,1.0,4.0,876.5823481728935,0.0,42.0
719,Male,2.0,Administrative Officer,Retail,Mass Customer,N,No,14.0,14254 Hallows Parkway,4615.0,QLD,Australia,1.0,6.0,12020.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,6.0,1.0,3.0,853.5823481728935,1.0,66.0
720,Male,67.0,Recruiting Manager,Retail,Affluent Customer,N,No,6.0,78 Glacier Hill Drive,2026.0,NSW,Australia,10.0,5.0,13004.35,10.0,0.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,7.0,0.0,5.0,862.5823481728935,0.0,88.0
721,Female,84.0,Account Representative III,,Affluent Customer,N,Yes,1.0,6 Fulton Road,3174.0,Victoria,Australia,8.0,2.0,8883.609999999999,7.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,6.0,0.0,5.0,846.5823481728935,0.0,26.0
722,Male,69.0,Marketing Manager,IT,Mass Customer,N,No,5.0,76 Londonderry Park,2777.0,NSW,Australia,9.0,3.0,6548.6100000000015,5.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,929.5823481728937,0.0,64.0
723,Female,41.0,Food Chemist,Health,Mass Customer,N,Yes,6.0,68861 School Hill,2199.0,NSW,Australia,9.0,5.0,7012.59,8.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,3.0,857.5823481728935,0.0,56.0
724,Male,7.0,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4.0,09 Bartelt Lane,2190.0,NSW,Australia,8.0,3.0,9812.7,8.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,5.0,1.0,5.0,865.5823481728935,0.0,44.0
725,Male,61.0,Design Engineer,Health,High Net Worth,N,Yes,19.0,29639 Porter Center,4221.0,QLD,Australia,8.0,3.0,13048.82,11.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,7.0,3.0,8.0,845.5823481728935,1.0,54.0
726,Female,69.0,Information Systems Manager,Health,Mass Customer,N,Yes,10.0,5811 Moulton Drive,2766.0,NSW,Australia,8.0,1.0,5134.71,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,896.5823481728935,0.0,42.0
727,Male,98.0,Senior Editor,Manufacturing,Mass Customer,N,No,3.0,80027 Ryan Terrace,3551.0,Victoria,Australia,3.0,4.0,8768.09,6.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,903.5823481728937,0.0,41.0
728,Male,60.0,VP Accounting,Financial Services,Mass Customer,N,Yes,8.0,8 Kingsford Hill,3429.0,Victoria,Australia,6.0,4.0,10919.45,9.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,8.0,1.0,5.0,867.5823481728935,0.0,63.0
729,Female,30.0,Analog Circuit Design manager,Health,Affluent Customer,N,No,11.0,8044 Emmet Hill,3150.0,Victoria,Australia,9.0,5.0,15826.0,10.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,9.0,0.0,5.0,843.5823481728935,1.0,46.0
730,Male,42.0,Web Designer IV,,Mass Customer,N,No,14.0,2249 Havey Hill,3183.0,Victoria,Australia,10.0,2.0,6529.49,7.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,6.0,1.0,5.0,856.5823481728935,0.0,51.0
731,Female,57.0,,,Mass Customer,N,No,6.0,1855 Stang Terrace,2145.0,NSW,Australia,9.0,3.0,6259.200000000002,6.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,3.0,867.5823481728935,0.0,50.0
732,Female,71.0,Actuary,Financial Services,Mass Customer,N,No,5.0,2 Riverside Trail,2154.0,NSW,Australia,11.0,2.0,6099.15,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,906.5823481728937,0.0,53.0
733,Male,25.0,,Manufacturing,Mass Customer,N,No,13.0,98 Esker Junction,2192.0,NSW,Australia,10.0,4.0,14532.509999999998,10.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,9.0,1.0,6.0,888.5823481728935,0.0,46.0
734,Male,34.0,Programmer III,Retail,Affluent Customer,N,No,11.0,9984 Pankratz Road,2145.0,NSW,Australia,10.0,1.0,3346.12,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,931.5823481728937,0.0,39.0
735,Male,33.0,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0,324 Mifflin Road,2290.0,NSW,Australia,7.0,1.0,6814.03,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,929.5823481728937,0.0,55.0
736,Male,41.0,Help Desk Operator,,High Net Worth,N,No,8.0,2726 Cardinal Way,3073.0,Victoria,Australia,5.0,3.0,5999.72,6.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,3.0,853.5823481728935,0.0,45.0
737,Female,75.0,Systems Administrator III,,Mass Customer,N,No,16.0,3 Talisman Place,4811.0,QLD,Australia,2.0,4.0,7386.14,7.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,1.0,3.0,896.5823481728935,0.0,36.0
738,Female,51.0,,Argiculture,Mass Customer,N,Yes,9.0,282 West Trail,4005.0,QLD,Australia,5.0,4.0,8764.369999999999,8.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,7.0,0.0,4.0,911.5823481728937,0.0,35.0
739,Male,36.0,Senior Editor,Manufacturing,Mass Customer,N,No,8.0,08260 Jay Court,3191.0,Victoria,Australia,11.0,4.0,9430.63,10.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,6.0,843.5823481728935,1.0,55.0
740,Male,9.0,,Financial Services,Affluent Customer,N,No,6.0,12 6th Hill,4810.0,QLD,Australia,2.0,4.0,6155.530000000002,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,903.5823481728937,0.0,25.0
741,Female,16.0,,,Mass Customer,N,No,11.0,0297 Merchant Avenue,4121.0,QLD,Australia,9.0,0.0,3482.3,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,990.5823481728937,0.0,41.0
742,Male,55.0,Senior Developer,Manufacturing,Mass Customer,N,No,15.0,1 Monica Street,2100.0,NSW,Australia,9.0,4.0,6918.959999999999,6.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,852.5823481728935,0.0,54.0
743,Male,89.0,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,0272 Pankratz Hill,2031.0,NSW,Australia,10.0,2.0,6065.440000000001,5.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,931.5823481728937,0.0,39.0
744,Male,54.0,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14.0,2 North Crossing,3111.0,Victoria,Australia,11.0,1.0,4149.55,5.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,4.0,865.5823481728935,0.0,42.0
745,Female,84.0,,Manufacturing,Mass Customer,N,Yes,13.0,345 Dovetail Avenue,4305.0,QLD,Australia,5.0,3.0,2697.98,4.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,853.5823481728935,0.0,42.0
746,Male,47.0,Business Systems Development Analyst,,Affluent Customer,N,Yes,17.0,2826 Huxley Center,3137.0,Victoria,Australia,8.0,3.0,4853.96,6.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,885.5823481728935,0.0,55.0
747,Female,91.0,Database Administrator II,,Mass Customer,N,No,7.0,61043 Summer Ridge Junction,2229.0,NSW,Australia,11.0,1.0,1801.98,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,877.5823481728935,0.0,42.0
748,Female,51.0,VP Marketing,Financial Services,High Net Worth,N,No,7.0,56045 Express Avenue,2176.0,NSW,Australia,9.0,6.0,8538.05,9.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,3.0,888.5823481728935,0.0,39.0
749,Male,47.0,Environmental Specialist,Argiculture,Mass Customer,N,No,19.0,760 Forest Dale Place,3068.0,Victoria,Australia,12.0,5.0,7591.94,9.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,4.0,922.5823481728937,0.0,47.0
750,Male,42.0,Analyst Programmer,Retail,Affluent Customer,N,Yes,7.0,99 Wayridge Place,2263.0,NSW,Australia,8.0,3.0,7506.73,6.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,900.5823481728935,0.0,25.0
751,Female,41.0,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1.0,5 Dahle Trail,2117.0,NSW,Australia,10.0,1.0,386.48,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,972.5823481728937,0.0,18.0
752,Male,13.0,Speech Pathologist,Financial Services,High Net Worth,N,No,12.0,62215 Delaware Plaza,4118.0,QLD,Australia,3.0,5.0,8004.32,8.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,5.0,1.0,3.0,862.5823481728935,0.0,58.0
753,Female,82.0,Food Chemist,Health,Affluent Customer,Y,Yes,6.0,37 Dorton Street,2594.0,NSW,Australia,3.0,4.0,11935.38,8.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,5.0,2.0,4.0,857.5823481728935,1.0,50.0
754,Female,15.0,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14.0,00 Evergreen Center,3850.0,VIC,Australia,4.0,1.0,814.03,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1052.5823481728937,0.0,40.0
755,Male,31.0,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4.0,80 Maple Avenue,2536.0,NSW,Australia,4.0,3.0,2071.78,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,937.5823481728937,0.0,26.0
756,Female,65.0,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,43 Jana Way,3750.0,VIC,Australia,7.0,3.0,3859.17,6.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,3.0,867.5823481728935,0.0,45.0
757,Male,91.0,Environmental Tech,Financial Services,Mass Customer,N,No,18.0,195 Knutson Place,4019.0,QLD,Australia,8.0,3.0,3967.6,5.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0,914.5823481728937,0.0,42.0
758,Female,99.0,,Manufacturing,High Net Worth,N,Yes,11.0,9 Melby Park,2197.0,NSW,Australia,10.0,1.0,651.02,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,869.5823481728935,0.0,53.0
759,Male,89.0,Clinical Specialist,Health,High Net Worth,N,No,13.0,4 Vahlen Junction,2227.0,NSW,Australia,10.0,6.0,8217.14,9.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,6.0,0.0,3.0,865.5823481728935,0.0,57.0
760,Male,46.0,Assistant Professor,,Mass Customer,N,Yes,18.0,6330 Monica Way,2540.0,NSW,Australia,9.0,3.0,8569.289999999999,9.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,3.0,4.0,2.0,6.0,868.5823481728935,0.0,42.0
761,Male,12.0,Media Manager II,Health,Affluent Customer,N,Yes,4.0,7101 Gulseth Hill,2293.0,NSW,Australia,9.0,4.0,6483.680000000001,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,987.5823481728937,0.0,42.0
762,Male,91.0,Environmental Specialist,,Mass Customer,N,Yes,22.0,983 2nd Road,2560.0,NSW,Australia,8.0,5.0,3989.68,5.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,927.5823481728937,0.0,40.0
763,Female,95.0,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12.0,08 Vidon Center,2143.0,NSW,Australia,5.0,3.0,6989.88,6.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,3.0,916.5823481728937,0.0,32.0
764,Male,40.0,Environmental Tech,Financial Services,Mass Customer,N,Yes,22.0,36 Helena Drive,4305.0,QLD,Australia,1.0,3.0,4122.42,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,921.5823481728937,0.0,43.0
765,Female,50.0,,Retail,Affluent Customer,N,No,16.0,20554 Orin Place,3630.0,VIC,Australia,1.0,5.0,8794.98,10.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,3.0,6.0,0.0,5.0,866.5823481728935,0.0,35.0
766,Female,16.0,,Retail,Mass Customer,N,Yes,14.0,3903 Messerschmidt Park,2164.0,NSW,Australia,8.0,4.0,4962.24,6.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,858.5823481728935,0.0,45.0
767,Male,70.0,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11.0,64 Muir Lane,2148.0,NSW,Australia,8.0,1.0,6197.59,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,884.5823481728935,0.0,64.0
768,Female,5.0,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21.0,06495 Swallow Terrace,2759.0,NSW,Australia,9.0,6.0,9425.52,9.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,9.0,0.0,3.0,847.5823481728935,1.0,46.0
769,Male,65.0,Analog Circuit Design manager,IT,Mass Customer,N,No,12.0,033 Loftsgordon Center,2150.0,NSW,Australia,8.0,5.0,9694.79,8.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,3.0,861.5823481728935,0.0,58.0
770,Female,10.0,Software Consultant,IT,High Net Worth,N,Yes,13.0,80 Scofield Alley,3121.0,VIC,Australia,10.0,2.0,6789.79,6.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,4.0,891.5823481728935,0.0,36.0
771,Male,12.0,,,Affluent Customer,N,Yes,8.0,64 Milwaukee Pass,4350.0,QLD,Australia,4.0,2.0,5901.7,6.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,966.5823481728937,0.0,56.0
772,Female,12.0,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4.0,50851 Vahlen Avenue,2567.0,NSW,Australia,7.0,1.0,8421.58,5.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,5.0,844.5823481728935,0.0,21.0
773,Male,77.0,,Financial Services,Affluent Customer,N,Yes,20.0,88 Bay Drive,4305.0,QLD,Australia,3.0,2.0,10334.68,8.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,7.0,1.0,6.0,914.5823481728937,0.0,35.0
774,Female,79.0,Operator,Manufacturing,High Net Worth,N,No,1.0,0 Thompson Road,3183.0,VIC,Australia,8.0,1.0,1311.44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,985.5823481728937,0.0,21.0
775,Male,66.0,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4.0,99 Elka Street,4350.0,QLD,Australia,4.0,2.0,6985.21,7.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,5.0,900.5823481728935,0.0,37.0
776,Male,30.0,Financial Analyst,Financial Services,High Net Worth,N,No,20.0,2699 Crest Line Way,4869.0,QLD,Australia,4.0,4.0,9151.17,9.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,8.0,0.0,5.0,855.5823481728935,1.0,39.0
777,Male,2.0,Paralegal,Financial Services,High Net Worth,N,No,4.0,6 Melody Trail,2145.0,NSW,Australia,9.0,2.0,5113.99,6.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,4.0,869.5823481728935,0.0,27.0
778,Male,24.0,Assistant Professor,Manufacturing,High Net Worth,N,No,13.0,90 New Castle Trail,2137.0,NSW,Australia,9.0,3.0,6292.89,5.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,875.5823481728935,0.0,43.0
779,Female,1.0,Staff Accountant III,Health,High Net Worth,N,No,7.0,2570 Wayridge Park,2093.0,NSW,Australia,9.0,3.0,4372.339999999998,5.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,924.5823481728937,0.0,28.0
780,Female,24.0,Professor,Financial Services,Mass Customer,N,No,20.0,70 Old Gate Street,2354.0,NSW,Australia,3.0,2.0,3499.7200000000007,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,930.5823481728937,0.0,46.0
781,Male,80.0,Legal Assistant,Manufacturing,Mass Customer,N,No,17.0,3 Magdeline Terrace,2190.0,NSW,Australia,10.0,3.0,3763.46,5.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,967.5823481728937,0.0,61.0
782,Female,30.0,Geological Engineer,Manufacturing,Mass Customer,N,No,17.0,36744 Birchwood Center,4019.0,QLD,Australia,3.0,2.0,10216.48,5.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,4.0,867.5823481728935,0.0,43.0
783,Male,6.0,Information Systems Manager,Retail,Affluent Customer,N,No,14.0,68 Chinook Street,4814.0,QLD,Australia,2.0,3.0,6170.6,5.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,938.5823481728937,0.0,34.0
784,Male,10.0,Accounting Assistant III,IT,High Net Worth,N,Yes,22.0,0 Valley Edge Plaza,3201.0,VIC,Australia,6.0,2.0,760.18,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,985.5823481728937,0.0,43.0
785,Female,48.0,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,8 Starling Trail,2282.0,NSW,Australia,8.0,2.0,4304.54,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,4.0,860.5823481728935,0.0,40.0
786,Male,34.0,,Financial Services,Affluent Customer,N,No,16.0,3 Crest Line Plaza,2223.0,NSW,Australia,10.0,1.0,7114.27,7.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,6.0,851.5823481728935,0.0,35.0
787,Female,29.0,,Retail,Affluent Customer,N,Yes,2.0,0601 Stephen Place,2292.0,NSW,Australia,7.0,8.0,11292.54,10.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,8.0,1.0,2.0,917.5823481728937,0.0,23.0
788,Male,62.0,Social Worker,Health,Mass Customer,N,No,11.0,00 Mockingbird Junction,2141.0,NSW,Australia,9.0,5.0,8089.72,7.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,1.0,2.0,881.5823481728935,0.0,55.0
789,Female,69.0,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14.0,37817 Burning Wood Circle,2126.0,NSW,Australia,11.0,5.0,4497.3,8.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,3.0,846.5823481728935,0.0,42.0
790,Female,22.0,Senior Editor,,Affluent Customer,N,No,15.0,02353 Kropf Lane,3046.0,VIC,Australia,9.0,4.0,9306.61,8.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,4.0,856.5823481728935,1.0,52.0
791,Female,3.0,Professor,Manufacturing,Mass Customer,N,Yes,14.0,79 Arkansas Drive,3008.0,VIC,Australia,10.0,5.0,6605.22,6.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,965.5823481728937,0.0,51.0
792,Male,10.0,Structural Engineer,,High Net Worth,N,Yes,4.0,4085 Jackson Hill,2830.0,NSW,Australia,7.0,3.0,6907.900000000002,6.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,3.0,859.5823481728935,0.0,44.0
793,Female,97.0,Actuary,Financial Services,High Net Worth,N,Yes,9.0,57 Gulseth Terrace,2099.0,NSW,Australia,10.0,5.0,12116.11,10.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,6.0,1.0,5.0,843.5823481728935,1.0,31.0
